time [ns],ax [m s-2],ay [m s-2],az [m s-2],p [rad/s],q [rad/s],r [rad/s]
1488361000,-1.580712890625,7.6305322265625,-3.5254687500000004,0.1800296730445997,0.07030745277809189,0.14381069886427886
1489360000,1.2406201171875,2.9841943359375,-4.588857421875001,0.2460760680785648,0.07030745277809189,0.7073355189460184
1490359000,4.162543945312501,3.9469921875000002,-3.4488281250000004,0.12996225287348842,-0.004261057484052456,0.8926915308155333
1491358000,4.7852490234375,9.177714843750001,-1.4082714843750002,-0.05858953982055403,-0.09374326204841077,0.508131102697605
1494354000,-4.6942382812500005,10.2171533203125,-3.42966796875,0.16192019427681767,-0.03089266656432456,-0.9395631660009279
1496352000,0.613125,1.6142431640625001,-5.441484375,0.14700649217237394,0.034088459872419645,0.4921521361571296
1498350000,5.048701171875,15.9795703125,0.6945556640625,-0.18748652409682154,-0.03834951969714103,0.795752467136649
1499349000,3.113525390625,13.1199169921875,-0.7280859375000001,-0.10120011310063265,-0.0884169398682523,0.025566344384166086
1501346000,-4.5409570312500005,4.6032275390625,-5.1588720703125,0.17470336750919802,-0.10546117084475942,-1.054611725092351
1503344000,-1.7579443359375,10.8494384765625,-2.39501953125,0.013848436628114738,-0.012783172192083043,0.18109493748063138
1506341000,4.248764648437501,4.794829101562501,-4.090693359375,0.1107874930249179,-0.034088459872419645,0.335558297349984
1509338000,-3.9613623046875004,14.5856689453125,-1.3172607421875,0.05113268876833217,-0.1267664595653933,-0.6775081813161582
1512334000,3.50630859375,5.5037548828125,-4.167333984375,0.05752427538452234,0.05326321764039556,0.611461786282193
1514332000,2.557880859375,6.643784179687501,-4.88583984375,-0.03089266656432456,-0.12037487294920317,-0.023435815512102692
1517329000,-3.1422656250000003,10.57640625,-0.7616162109375001,0.11611381520507637,0.002130528742026228,-0.43036679886729123
1519327000,0.1389111328125,6.212680664062501,-6.830595703125001,-0.12144013738523486,-0.039414784133172724,0.10652643528079112
1523322000,0.8478369140625001,6.916816406250001,0.09580078125000001,0.23755395259031123,-0.017044229936209822,-0.14274543442824716
1528317000,2.7399023437500003,10.451865234375001,0.10538085937500001,0.25992450574697684,0.009587379924285258,0.7446197742071278
1529316000,5.316943359375,5.53728515625,0.1676513671875,0.29614351321681126,0.056459010948490644,0.8255798713455366
1531313000,0.890947265625,9.4124267578125,-3.7122802734375,-0.17470336750919802,-0.09587379092047416,-0.39521307247824533
1533311000,-4.2296044921875,12.85646484375,-4.378095703125,-0.04048004856920442,-0.1757686153004729,-0.8756472998390262
1535309000,0.8957373046875,8.1286962890625,-0.7903564453125,0.2535329191307866,0.04900215989626878,0.4101267745826891
1538306000,1.9208056640625002,6.7826953125000005,-5.26904296875,-0.17363810307316632,-0.09054746874031569,0.02982740212829287
1539305000,-0.661025390625,10.8446484375,-4.31103515625,-0.1342233106176152,-0.21198760612555057,-0.6775081813161582
1543300000,0.5508544921875,6.4761328125,-3.1183154296875,0.04900215989626878,0.12889698843745673,0.68496503236838
1547296000,-1.7723144531250001,14.84912109375,0.1293310546875,0.06178533312864912,-0.1374191039257103,-0.8159924914212513
1549294000,-3.879931640625,6.1839404296875005,-3.017724609375,0.14913702104443735,0.09693905535650586,-0.3366235617860157
1552290000,5.3792138671875005,15.615527343750001,-1.66693359375,-0.1587244009687226,-0.1395496327977737,0.6359628683109221
1555287000,-4.014052734375,3.19974609375,-2.7399023437500003,0.19387811071301173,0.02024002428460221,-0.7456850386431594
1558284000,0.948427734375,17.3447314453125,-2.7494824218750002,-0.22903183710205768,-0.09374326204841077,0.3930825436061819
1559283000,3.343447265625,16.755556640625002,-0.09580078125000001,0.014913701064146434,-0.025566344384166086,0.6040049352299712
1560282000,3.7170703125,7.6784326171875,-0.4263134765625,0.2673813567991987,0.03621899082507764,0.44528050097173494
1564277000,-2.8740234375,19.3852880859375,-2.0166064453125,-0.2790992655955474,-0.16298545871284936,-0.5070658382615733
1565276000,-1.8633251953125,17.330361328125,-1.1879296875,-0.06817691974483929,-0.07350324608618697,-0.17044230976507124
1568273000,3.6212695312500003,0.2347119140625,-5.154082031250001,-0.010652644360316953,0.044741102152142,0.5784385887652105
1569272000,2.3135888671875002,9.196875,-2.9027636718750003,-0.2460760680785648,-0.05326321764039556,0.2588592413109451
1571269000,-2.4237597656250003,17.3159912109375,-0.335302734375,-0.14381069886427886,-0.1587244009687226,-0.743554509771096
1573267000,-2.806962890625,2.7638525390625,-4.9385302734375,0.09800431979253756,0.034088459872419645,-0.3781688415017382
1577263000,3.9278320312500004,11.3476025390625,-0.162861328125,0.04900215989626878,-0.07776430383031376,0.2790992655955474
1579261000,-3.6979101562500003,8.483159179687501,-4.00447265625,0.07350324608618697,-0.12783172400142503,-1.0855043937372701
1580259000,-5.992338867187501,7.79818359375,-5.599555664062501,0.03195793100035626,-0.046871631024205385,-0.8841694153272798
1584255000,5.973178710937501,8.258027343750001,-1.5855029296875,-0.05326321764039556,-0.044741102152142,0.6892260901125068
1586253000,-1.6094531250000002,8.650810546875,-4.6894482421875,-0.09906958422856926,-0.15020228548046904,-0.879908357583153
1588251000,-3.6404296875,10.571616210937501,-2.1794677734375,-0.021305288720633905,-0.043675841877299504,-0.3589940816531677
1589250000,-0.22034179687500002,10.811118164062501,-1.4849121093750002,-0.09906958422856926,0.013848436628114738,0.34408041283823754
1591247000,3.9709423828125003,9.014853515625001,-3.3913476562500002,-0.22796657266602596,0.001065264371013114,0.5645901510967984
1594244000,-2.835703125,10.7632177734375,-1.6525634765625001,0.039414784133172724,-0.13635383948967858,-0.611461786282193
1596242000,-1.178349609375,13.0145361328125,-1.082548828125,-0.06072006869261743,0.006391586096041521,-0.04900215989626878
1598240000,1.6094531250000002,6.2893212890625,-5.206772460937501,-0.02982740212829287,-0.004261057484052456,0.49321740059316127
1600237000,2.5004003906250003,8.6220703125,-2.28005859375,0.12144013738523486,-0.11824434407713978,0.06817691974483929
1603234000,-3.6212695312500003,11.045830078125,-3.2093261718750004,-0.052197953204363864,0.001065264371013114,-0.4729773763085591
1606231000,3.67875,10.950029296875,-2.8021728515625,-0.013848436628114738,-0.08202536157444053,0.6146575795902882
1610226000,-2.845283203125,4.00447265625,-6.236630859375,-0.23861921702634295,-0.11504855076904467,-0.7712513851079201
1614222000,3.9326220703125,9.7285693359375,1.5232324218750002,0.1970739040211068,0.10652643528079112,0.876712564275058
1617219000,-1.0346484375,10.1117724609375,-5.8917480468750005,-0.3728425193215797,-0.2237055149218992,-0.743554509771096
1620215000,-1.4705419921875,9.10107421875,-0.1149609375,0.34194988396617415,0.089482204304284,0.21944445717777242
1623212000,3.3961376953125,8.67955078125,-5.206772460937501,-0.30466562870506486,-0.138484368361742,0.34727620614633264
1626209000,-3.879931640625,8.9813232421875,-0.6083349609375001,0.3557982883450726,0.010652644360316953,-0.674312388008063
1629206000,3.19974609375,11.9511474609375,-4.948110351562501,-0.3515372306009458,-0.07030745277809189,0.8053398470609343
1632202000,-1.7100439453125,5.5708154296875,-0.613125,0.2673813567991987,-0.05113268876833217,-0.6519418348513975
1635199000,-2.0070263671875,12.3008203125,-5.6282958984375,-0.4324973277393546,-0.027696873256229475,0.2737729434153889
1638196000,4.3349853515625005,4.2583447265625,-1.1927197265625,0.22264025048586747,-0.02450107994813439,0.27590347228745227
1639195000,0.775986328125,1.868115234375,-2.3231689453125,0.1395496327977737,-0.019174759848570515,-0.30892668644919163
1642191000,-2.7159521484375,16.70765625,-3.4584082031250003,-0.25140239025872324,-0.09693905535650586,-0.11930960851317148
1645188000,4.531376953125,2.0836669921875,-2.8740234375,0.18642125966078985,0.05113268876833217,0.5017395160814149
1647186000,-1.36037109375,10.3129541015625,-2.2561083984375,-0.1768338797365046,-0.056459010948490644,-0.18748652409682154
1650182000,-1.6477734375000002,10.2650537109375,-3.266806640625,-0.02876213769226117,-0.03195793100035626,-0.28336033998443094
1652180000,0.8622070312500001,4.588857421875001,-3.5494189453125,0.08202536157444053,0.08522115488253562,0.6902913545485385
1655177000,0.948427734375,15.04072265625,-1.1064990234375,-0.1778991441725363,-0.138484368361742,-0.3174488019374452
1657175000,-4.248764648437501,10.202783203125,-3.755390625,-0.0031957930480207607,-0.011717907756051346,-0.7392934520269693
1659172000,0.9532177734375,3.3099169921875,-4.948110351562501,0.044741102152142,0.044741102152142,0.6423544549271123
1662169000,2.4668701171875003,14.7293701171875,-0.5269042968750001,-0.11930960851317148,-0.08096009713840883,-0.06391586200071252
1664167000,-4.397255859375,2.9937744140625,-5.9827587890625,0.07350324608618697,-0.06498112643674421,-0.9480852814891815
1667164000,2.8117529296875,18.115927734375,0.41194335937500004,-0.22796657266602596,0.04048004856920442,0.9001483818677551
1669161000,3.2955468750000003,4.0667431640625,-3.6068994140625,-0.069242184180871,-0.03195793100035626,0.178964408608568
1673157000,-2.289638671875,18.020126953125,0.41194335937500004,-0.19494337514904342,0.027696873256229475,0.0660463908727759
1675155000,3.7506005859375002,2.7063720703125003,-4.076323242187501,-0.044741102152142,0.07350324608618697,0.7925566738285541
1678152000,-1.791474609375,17.560283203125,-0.18681152343750002,-0.16618125202094444,-0.14168016999221547,-0.5550027378829996
1679150000,-3.6356396484375,18.250048828125,1.178349609375,-0.017044229936209822,-0.052197953204363864,-0.5507416801388728
1680149000,-2.54830078125,10.049501953125,-0.7855664062500001,0.08415589044650393,0.07137271721412358,-0.20879181281745546
1682147000,2.62494140625,2.806962890625,-7.6209521484375005,-0.18216020191666307,-0.023435815512102692,0.5070658382615733
1685144000,0.1484912109375,14.188095703125,0.890947265625,0.16511598758491275,-0.019174759848570515,-0.12357066625729823
