Sequence,Obstacle x,Obstacle y,Obstacle z,Lux,OptiTrack initial y rotation offset,Incl. Video
655,0.15583,1.8925,-0.19667,100,1.5707963267949,1
656,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
656,0.99731,2.1259,0.39517,100,-1.46607657167524,1
657,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
657,0.99731,2.1259,0.39517,100,-1.46607657167524,1
658,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
658,0.99731,2.1259,0.39517,100,-1.46607657167524,1
659,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
659,0.99731,2.1259,0.39517,100,-1.46607657167524,1
660,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
660,0.99731,2.1259,0.39517,100,-1.46607657167524,1
661,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
661,0.99731,2.1259,0.39517,100,-1.46607657167524,1
662,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
662,0.99731,2.1259,0.39517,100,-1.46607657167524,1
663,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
663,0.99731,2.1259,0.39517,100,-1.46607657167524,1
664,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
664,0.99731,2.1259,0.39517,100,-1.46607657167524,1
665,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
665,0.99731,2.1259,0.39517,100,-1.46607657167524,1
666,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
666,0.99731,2.1259,0.39517,100,-1.46607657167524,1
667,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
667,0.99731,2.1259,0.39517,100,-1.46607657167524,1
668,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
668,0.99731,2.1259,0.39517,100,-1.46607657167524,1
669,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
669,0.99731,2.1259,0.39517,100,-1.46607657167524,1
670,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
670,0.99731,2.1259,0.39517,100,-1.46607657167524,1
671,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
671,0.99731,2.1259,0.39517,100,-1.46607657167524,1
672,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
672,0.99731,2.1259,0.39517,100,-1.46607657167524,1
673,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
673,0.99731,2.1259,0.39517,100,-1.46607657167524,1
674,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
674,0.99731,2.1259,0.39517,100,-1.46607657167524,1
675,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
675,0.99731,2.1259,0.39517,100,-1.46607657167524,1
676,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
676,0.99731,2.1259,0.39517,100,-1.46607657167524,1
677,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
677,0.99731,2.1259,0.39517,100,-1.46607657167524,1
678,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
678,0.99731,2.1259,0.39517,100,-1.46607657167524,1
679,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
679,0.99731,2.1259,0.39517,100,-1.46607657167524,1
680,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
680,0.99731,2.1259,0.39517,100,-1.46607657167524,1
681,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
681,0.99731,2.1259,0.39517,100,-1.46607657167524,1
682,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
682,0.99731,2.1259,0.39517,100,-1.46607657167524,1
683,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
683,0.99731,2.1259,0.39517,100,-1.46607657167524,1
684,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
684,0.99731,2.1259,0.39517,100,-1.46607657167524,1
685,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
685,0.99731,2.1259,0.39517,100,-1.46607657167524,1
686,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
686,0.99731,2.1259,0.39517,100,-1.46607657167524,1
687,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
687,0.99731,2.1259,0.39517,100,-1.46607657167524,1
688,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
688,0.99731,2.1259,0.39517,100,-1.46607657167524,1
689,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
689,0.99731,2.1259,0.39517,100,-1.46607657167524,1
690,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
690,0.99731,2.1259,0.39517,100,-1.46607657167524,1
691,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
691,0.99731,2.1259,0.39517,100,-1.46607657167524,1
692,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
692,0.99731,2.1259,0.39517,100,-1.46607657167524,1
693,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
693,0.99731,2.1259,0.39517,100,-1.46607657167524,1
694,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
694,0.99731,2.1259,0.39517,100,-1.46607657167524,1
695,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
695,0.99731,2.1259,0.39517,100,-1.46607657167524,1
696,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
696,0.99731,2.1259,0.39517,100,-1.46607657167524,1
697,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
697,0.99731,2.1259,0.39517,100,-1.46607657167524,1
698,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
698,0.99731,2.1259,0.39517,100,-1.46607657167524,1
699,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
699,0.99731,2.1259,0.39517,100,-1.46607657167524,1
700,1.3606,1.8823,-1.3426,100,-1.46607657167524,1
700,0.99731,2.1259,0.39517,100,-1.46607657167524,1
701,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
701,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
702,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
702,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
703,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
703,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
704,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
704,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
705,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
705,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
706,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
706,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
707,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
707,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
708,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
708,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
709,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
709,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
710,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
710,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
711,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
711,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
712,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
712,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
713,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
713,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
714,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
714,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
715,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
715,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
716,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
716,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
717,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
717,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
718,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
718,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
719,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
719,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
720,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
720,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
721,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
721,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
722,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
722,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
723,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
723,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
724,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
724,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
725,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
725,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
726,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
726,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
727,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
727,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
728,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
728,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
729,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
729,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
730,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
730,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
731,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
731,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
732,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
732,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
733,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
733,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
734,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
734,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
735,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
735,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
736,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
736,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
737,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
737,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
738,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
738,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
739,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
739,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
740,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
740,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
741,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
741,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
742,-0.35046,1.9148,-2.1132,100,-1.46607657167524,1
742,-1.1212,2.1144,1.3008,100,-1.46607657167524,1
743,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
744,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
745,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
746,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
747,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
748,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
749,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
750,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
751,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
752,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
753,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
754,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
755,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
756,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
757,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
758,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
759,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
760,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
761,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
762,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
763,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
764,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
765,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
766,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
767,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
768,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
769,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
770,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
771,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
772,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
773,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
774,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
775,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
776,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
777,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
778,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
779,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
780,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
781,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
782,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
783,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
784,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
785,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
786,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
787,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
788,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
789,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
790,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
791,0.28952,1.8881,-0.27316,100,-1.55334303427495,1
792,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
793,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
794,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
795,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
796,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
797,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
798,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
799,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
800,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
801,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
802,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
803,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
804,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
805,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
806,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
807,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
808,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
809,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
810,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
811,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
812,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
813,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
814,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
815,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
816,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
817,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
818,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
819,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
820,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
821,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
822,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
823,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
824,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
825,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
826,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
827,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
828,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
829,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
830,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
831,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
832,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
833,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
834,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
835,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
836,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
837,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
838,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
839,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
840,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
841,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
842,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
843,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
844,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
845,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
846,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
847,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
848,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
849,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
850,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
851,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
852,0.28952,1.8881,-0.27316,100,-1.55334303427495,0
853,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
854,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
855,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
856,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
857,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
858,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
859,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
860,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
861,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
862,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
863,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
864,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
865,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
866,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
867,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
868,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
869,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
870,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
871,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
872,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
873,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
874,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
875,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
876,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
877,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
878,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
879,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
880,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
881,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
882,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
883,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
884,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
885,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
886,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
887,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
888,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
889,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
890,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
891,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
892,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
893,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
894,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
895,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
896,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
897,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
898,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
899,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
900,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
901,0.53073,2.1126,-0.006657,100,-0.733038285837618,1
902,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
902,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
903,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
903,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
904,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
904,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
905,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
905,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
906,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
906,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
907,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
907,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
908,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
908,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
909,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
909,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
910,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
910,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
911,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
911,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
912,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
912,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
913,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
913,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
914,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
914,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
915,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
915,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
916,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
916,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
917,1.1869,2.1048,-0.51458,100,-0.994837673636768,1
917,-0.16925,1.8846,0.67886,100,-0.994837673636768,1
918,1.1869,2.1048,-0.51458,100,0.453785605518526,1
918,-0.16925,1.8846,0.67886,100,0.453785605518526,1
919,1.1869,2.1048,-0.51458,100,0.453785605518526,1
919,-0.16925,1.8846,0.67886,100,0.453785605518526,1
920,1.1869,2.1048,-0.51458,100,0.453785605518526,1
920,-0.16925,1.8846,0.67886,100,0.453785605518526,1
921,1.1869,2.1048,-0.51458,100,0.453785605518526,1
921,-0.16925,1.8846,0.67886,100,0.453785605518526,1
922,1.1869,2.1048,-0.51458,100,0.453785605518526,1
922,-0.16925,1.8846,0.67886,100,0.453785605518526,1
923,1.1869,2.1048,-0.51458,100,0.453785605518526,1
923,-0.16925,1.8846,0.67886,100,0.453785605518526,1
924,1.1869,2.1048,-0.51458,100,0.453785605518526,1
924,-0.16925,1.8846,0.67886,100,0.453785605518526,1
925,1.1869,2.1048,-0.51458,100,0.453785605518526,1
925,-0.16925,1.8846,0.67886,100,0.453785605518526,1
926,1.1869,2.1048,-0.51458,100,0.453785605518526,1
926,-0.16925,1.8846,0.67886,100,0.453785605518526,1
927,1.1869,2.1048,-0.51458,100,0.453785605518526,1
927,-0.16925,1.8846,0.67886,100,0.453785605518526,1
928,1.1869,2.1048,-0.51458,100,0.453785605518526,1
928,-0.16925,1.8846,0.67886,100,0.453785605518526,1
929,1.1869,2.1048,-0.51458,100,0.453785605518526,1
929,-0.16925,1.8846,0.67886,100,0.453785605518526,1
930,1.1869,2.1048,-0.51458,100,0.453785605518526,1
930,-0.16925,1.8846,0.67886,100,0.453785605518526,1
931,1.1869,2.1048,-0.51458,100,0.453785605518526,1
931,-0.16925,1.8846,0.67886,100,0.453785605518526,1
932,1.1869,2.1048,-0.51458,100,0.453785605518526,0
932,-0.16925,1.8846,0.67886,100,0.453785605518526,0
933,1.1869,2.1048,-0.51458,100,0.453785605518526,1
933,-0.16925,1.8846,0.67886,100,0.453785605518526,1
934,1.1869,2.1048,-0.51458,100,0.453785605518526,1
934,-0.16925,1.8846,0.67886,100,0.453785605518526,1
935,1.1869,2.1048,-0.51458,100,0.453785605518526,1
935,-0.16925,1.8846,0.67886,100,0.453785605518526,1
936,1.1869,2.1048,-0.51458,100,0.453785605518526,1
936,-0.16925,1.8846,0.67886,100,0.453785605518526,1
937,1.1869,2.1048,-0.51458,100,0.453785605518526,1
937,-0.16925,1.8846,0.67886,100,0.453785605518526,1
938,1.1869,2.1048,-0.51458,100,0.453785605518526,1
938,-0.16925,1.8846,0.67886,100,0.453785605518526,1
939,1.1869,2.1048,-0.51458,100,0.453785605518526,1
939,-0.16925,1.8846,0.67886,100,0.453785605518526,1
940,1.1869,2.1048,-0.51458,100,0.453785605518526,1
940,-0.16925,1.8846,0.67886,100,0.453785605518526,1
941,1.1869,2.1048,-0.51458,100,0.453785605518526,1
941,-0.16925,1.8846,0.67886,100,0.453785605518526,1
942,1.1869,2.1048,-0.51458,100,0.453785605518526,1
942,-0.16925,1.8846,0.67886,100,0.453785605518526,1
943,1.1869,2.1048,-0.51458,100,0.453785605518526,1
943,-0.16925,1.8846,0.67886,100,0.453785605518526,1
944,1.1869,2.1048,-0.51458,100,0.453785605518526,1
944,-0.16925,1.8846,0.67886,100,0.453785605518526,1
945,1.1869,2.1048,-0.51458,100,0.453785605518526,1
945,-0.16925,1.8846,0.67886,100,0.453785605518526,1
946,1.1869,2.1048,-0.51458,100,0.453785605518526,1
946,-0.16925,1.8846,0.67886,100,0.453785605518526,1
947,1.1869,2.1048,-0.51458,100,0.453785605518526,1
947,-0.16925,1.8846,0.67886,100,0.453785605518526,1
948,1.1869,2.1048,-0.51458,100,0.453785605518526,1
948,-0.16925,1.8846,0.67886,100,0.453785605518526,1
949,1.1869,2.1048,-0.51458,100,0.453785605518526,1
949,-0.16925,1.8846,0.67886,100,0.453785605518526,1
950,1.1869,2.1048,-0.51458,100,0.453785605518526,1
950,-0.16925,1.8846,0.67886,100,0.453785605518526,1
951,1.1869,2.1048,-0.51458,100,0.453785605518526,1
951,-0.16925,1.8846,0.67886,100,0.453785605518526,1
952,1.1869,2.1048,-0.51458,100,0.453785605518526,1
952,-0.16925,1.8846,0.67886,100,0.453785605518526,1
953,1.1869,2.1048,-0.51458,100,0.453785605518526,1
953,-0.16925,1.8846,0.67886,100,0.453785605518526,1
954,1.1869,2.1048,-0.51458,100,0.453785605518526,1
954,-0.16925,1.8846,0.67886,100,0.453785605518526,1
955,1.1869,2.1048,-0.51458,100,0.453785605518526,1
955,-0.16925,1.8846,0.67886,100,0.453785605518526,1
956,1.1869,2.1048,-0.51458,100,0.453785605518526,1
956,-0.16925,1.8846,0.67886,100,0.453785605518526,1
957,1.1869,2.1048,-0.51458,100,0.453785605518526,1
957,-0.16925,1.8846,0.67886,100,0.453785605518526,1
958,1.1869,2.1048,-0.51458,100,0.453785605518526,1
958,-0.16925,1.8846,0.67886,100,0.453785605518526,1
959,1.1869,2.1048,-0.51458,100,0.453785605518526,1
959,-0.16925,1.8846,0.67886,100,0.453785605518526,1
960,1.1869,2.1048,-0.51458,100,0.453785605518526,1
960,-0.16925,1.8846,0.67886,100,0.453785605518526,1
