time [ns],ax [m s-2],ay [m s-2],az [m s-2],p [rad/s],q [rad/s],r [rad/s]
0,-3.5877392578125002,13.445639648437501,-1.3699511718750002,0.07243798165015528,-0.1374191039257103,-0.7797735005961737
3995000,5.61392578125,4.397255859375,-1.6142431640625001,-0.07137271721412358,0.06178533312864912,1.1206581867053433
6992000,-2.404599609375,14.6527294921875,-1.4513818359375001,-0.035153726389045944,-0.21092234168951884,-1.0876349226093336
11987000,6.112089843750001,10.585986328125001,-0.143701171875,-0.30146983539696975,0.056459010948490644,1.337972131655809
14984000,-2.960244140625,6.926396484375,-3.017724609375,0.20666128394539207,-0.12250540182126654,-1.058872782836478
17981000,-0.09580078125000001,5.8582177734375005,-2.1938378906250002,-0.022370551076071,-0.004261057484052456,0.40906151014665737
20977000,2.9027636718750003,10.906918945312501,-1.7387841796875,0.07563377495825037,-0.012783172192083043,0.1565938720966592
23974000,-1.1879296875,4.186494140625,-2.998564453125,0.11504855076904467,-0.09587379092047416,-0.3302319751698255
26971000,-0.5316943359375,14.456337890625,-0.5412744140625,0.06391586200071252,-0.0031957930480207607,0.10652643528079112
29968000,3.0799951171875,-0.59396484375,-4.722978515625,0.1267664595653933,-0.021305288720633905,0.27270767897935716
32965000,-2.0645068359375003,16.6549658203125,0.5891748046875,-0.10226537753666434,-0.07137271721412358,-0.4058657168385623
35962000,-1.044228515625,0.6274951171875001,-5.604345703125,0.21731392830570903,-0.04261057744126781,0.011717907756051346
37959000,4.967270507812501,7.1515283203125,-0.26345214843750003,-0.0671116553088076,0.039414784133172724,0.8479504245022023
41955000,-4.7852490234375,6.274951171875,-5.0247509765625,0.05432848207642726,-0.17257283863713463,-1.0492854029121925
45951000,4.44515625,10.260263671875,1.0921289062500001,0.01597896550017813,0.12889698843745673,1.0705906916328265
47949000,2.8740234375,8.4352587890625,-2.8213330078125,-0.056459010948490644,-0.05326321764039556,-0.04261057744126781
50946000,-4.1481738281250005,7.98978515625,-2.2608984375000003,0.22264025048586747,-0.12783172400142503,-0.7030744612018917
51945000,-2.6009912109375,9.7189892578125,-0.6849755859375001,0.21518339943364562,-0.008522114968104911,-0.0884169398682523
54941000,4.4786865234375,6.8162255859375005,-3.1662158203125004,-0.04154531300523611,0.027696873256229475,0.671116594699968
56939000,1.4801220703125,5.8103173828125,-3.0416748046875,0.006391586096041521,-0.1331580461815835,-0.3728425193215797
57938000,-1.5184423828125,8.310717773437501,-1.8154248046875001,0.06817691974483929,-0.14061490555618378,-0.7350323942828425
61934000,0.7520361328125,6.0402392578125,-3.2715966796875002,-0.02982740212829287,0.03195793100035626,0.6210491662064783
63932000,4.646337890625,5.527705078125,-1.9782861328125,-0.0916127331763474,-0.046871631024205385,0.4548678808960202
66929000,-3.81287109375,10.202783203125,-1.8345849609375,0.025566344384166086,-0.05539374651245895,-0.7350323942828425
67928000,-4.416416015625,8.966953125,-2.481240234375,0.052197953204363864,-0.019174759848570515,-0.44528050097173494
71924000,4.3301953125,10.624306640625,-0.47900390625,0.019174759848570515,-0.005326322180158476,0.34727620614633264
74920000,-2.4668701171875003,6.5479833984375,-3.0416748046875,0.14913702104443735,-0.039414784133172724,-0.40266992353046716
76918000,-0.680185546875,8.535849609375001,-3.2045361328125,0.034088459872419645,-0.12357066625729823,-0.13635383948967858
77917000,0.29219238281250004,10.28900390625,-2.29921875,0.07669903939428206,-0.069242184180871,0.01810949541253882
80914000,1.5184423828125,3.6547998046875003,-3.2045361328125,0.17044230976507124,0.10013484866460096,0.41332256789078414
